city,lat,lon,name,rating,url,description
St-Malo,48.65072706,-2.02494547,Hôtel Le Nautilus,9.1,https://www.booking.com/hotel/fr/le-nautilus.en-gb.html,"Hôtel Le Nautilus is set in a renovated 17th-century building and is located in the walled city of Saint-Malo<br>This hotel offers a bar, luggage storage and a shared lounge<br>The property is a 2-minute walk from Saint-Vincent Cathedral and 50 metres from the beach<br>The property offers 4 Dutch bikes for free according to availability.<br><br>All the rooms feature soundproofing, a desk and satellite TV<br>Featuring a shower, the private bathroom also comes with a hairdryer and free toiletries<br>The bed linen has been upgraded for a 5 stars sleep quality.<br><br>Hôtel Le Nautilus is 300 metres from Saint-Malo Marina and 50 metres from several restaurants<br>Rennes Airport is 80 km away and free WiFi is included."
St-Malo,48.6511934,-2.02379644,Hôtel France et Chateaubriand,7.9,https://www.booking.com/hotel/fr/de-france-et-chateaubriand.en-gb.html,"The Hotel de France and Chateaubriand is located in the heart of the historic city of Saint Malo, 210 metres from Saint-Malo Marina<br>It offers breathtaking views over the sea and le sillon.<br><br>The Hotel de France and Chateaubriand offer comfortable rooms with a refined decoration.<br><br>The restaurant serves many traditional seafood and regional specialties.<br><br>Its unique façade to Saint Malo, and the presence of the birthplace of Chateaubriand make the building to be classified a historical monument."
St-Malo,48.64956493,-2.02441603,Hotel Le Croiseur Intra Muros,8.4,https://www.booking.com/hotel/fr/le-croiseur.en-gb.html,"Located in Saint Malo, 400 metres from Saint-Malo Casino, Hotel Le Croiseur Intra Muros has a number of amenities including a terrace, a shared lounge, a bar and free WiFi<br>The property is close to several well-known attractions, 400 metres from Cale de Dinan Ferry, 600 metres from Espace Duguay Trouin and 600 metres from Palais du Grand Large.<br><br>At the hotel, every room has a desk<br>Rooms include a private bathroom, and certain rooms at Hotel Le Croiseur Intra Muros have a balcony<br>All rooms include a wardrobe.<br><br>A continental breakfast can be enjoyed at the property<br>Near the hotel you will find numerous restaurants and shops as well as a Thalassotherapy centre.<br><br>Ferry Terminal du Naye is less than 1 km from the accommodation, while Petit-Bé Fort is a 14-minute walk away<br>The nearest airport is Dinard Bretagne Airport, 8 km from Hotel Le Croiseur Intra Muros."
St-Malo,48.66144857,-1.99189693,Hôtel La Villefromoy,8.9,https://www.booking.com/hotel/fr/lavillefromoysainmalo.en-gb.html,"Located beside the sea in Saint Malo, Hotel La Villefromoy is an attractive mansion situated in a residential district of the city<br>The 26 elegantly decorated guest rooms include free Wi-Fi.<br><br>Each of the guest rooms is equipped with a flat-screen TV with foreign channels, as well as a minibar and facilities for making hot drinks<br>The private bathrooms are complete with bathrobes, slippers and a hairdryer.<br><br>A continental or English breakfast with local produce is served each morning in the communal lounge<br>You can enjoy a drink in the lounge bar, or sit out on the terrace or in the garden when the weather is nice, while admiring the stunning sea view<br>Bicycles are available to rent at the property.<br><br>Go for a relaxing stroll on Rochebonne Beach, or walk into the walled city to see some of the important historic sites<br>Dinard-Pleurtuit Airport is a 15-minute drive from the property and the ferry terminal is a 5-minute drive away."
St-Malo,48.63962614,-2.01236531,ibis Styles Saint Malo Port,7.8,https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.en-gb.html,"Offering a snack bar and free WiFi, ibis Styles Saint Malo Port is located in Saint Malo, less than a 10-minute walk from the sandy beaches and 1 km from Saint-Malo Train Station<br>Emerald Coast is located 2 km from the property.<br><br>Each of the contemporary rooms features a flat-screen TV with satellite channels and a wardrobe<br>They all have a private bathroom complete with a hairdryer.<br><br>At ibis Styles Saint Malo Port you will find a 24-hour front desk and a bar<br>Other facilities offered at the property include luggage storage and a private parking with a supplement.<br><br>The hotel is only 1 km from the Ferry Terminal du Naye and close to the pier, providing access to the Channel Islands<br>It is also a 5-minute walk from the Olympic swimming pool of Saint Malo<br>Rennes Airport is 67 km away and the famous Mont Saint-Michel is less than an hour away by car<br>Dinard is 10 km away."
St-Malo,48.65001325,-2.02483177,Hôtel Cartier,8.2,https://www.booking.com/hotel/fr/cartier.en-gb.html,"Situated within the fortified walls of Saint-Malo, the Hotel Cartier is just 280 metres from Saint-Malo Marina and 500 metres from the beach and the English channel<br>It features a modern décor and air-conditioned guest rooms with free internet access.<br><br>Flat-screen TVs are provided in all of the soundproofed rooms<br>The guest rooms offer en suite bathrooms and carpet flooring<br>fully renovated.<br><br>A buffet-style breakfast can be enjoyed every morning in the hotel's breakfast area or in the comfort of your room.<br><br>Saint-Malo Cathedral is 120 metres from the hotel<br>The Saint-Malo Train Station is a 5-minute drive away."
St-Malo,48.64880649,-2.02491224,"The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)",8.3,https://www.booking.com/hotel/fr/dulouvresaintmalo.en-gb.html,"Located within the walled city at the heart of Saint-Malo, The Originals Boutique, Hôtel des Marins, Saint-Malo (Inter-Hotel)  offers modern rooms with a flat-screen TV and free WiFi<br>It provides a ticket service at the 24-hour reception.<br><br>Renovated in 2019, the soundproofed guest rooms feature extra long beds and interconnecting rooms are available<br>Each room has a private bathroom with a hairdryer and free toiletries<br>All rooms are serviced by a lift.<br><br>A buffet breakfast is served every morning in the dining room at Hôtel des Marins<br>Guests can enjoy a drink in the bar while reading the newspapers provided.<br><br>Many shops, restaurants and historic landmarks can be found in the neighbourhood.<br><br>The harbour is just a 2-minute walk from the hotel and the beach is 200 metres away."
St-Malo,48.646646,-2.009096,Hôtel de la Gare,8.2,https://www.booking.com/hotel/fr/de-la-gare-saint-malo.en-gb.html,"Hôtel de la Gare features accommodation in Saint Malo near Casino Barrière Saint-Malo and National Fort<br>Among the facilities at this property are a 24-hour front desk and luggage storage space, along with free WiFi throughout the property<br>The property is non-smoking and is situated 1 km from Sillon Beach.<br><br>At the hotel, the rooms include a wardrobe.<br><br>Popular points of interest near Hôtel de la Gare include Eventail Beach, Bas-Sablons Beach and Palais du Grand Large<br>The nearest airport is Jersey Airport, 72 km from the accommodation."
St-Malo,48.65104101,-2.0237267,Hotel De L'univers,8.1,https://www.booking.com/hotel/fr/de-l-univers.en-gb.html,"Hotel De L'univers is located in the walled city of Saint Malo in Brittany, and is walking distance to the ferry port and train station<br>The property is 400 metres from Saint-Malo Marina and offers free Wi-Fi.<br><br>Rooms are comfortable and equipped with TV, telephone and private bathroom.<br><br>Friendly staff are available to offer personalised service and advice on the area.<br><br>Hotel De L'univers is located directly in front of the castle, close to the sea, with a view of the main square<br>From here you can easily explore the historical city on foot."
St-Malo,48.64908143,-2.02793335,Hôtel San Pedro,8.2,https://www.booking.com/hotel/fr/san-pedro.en-gb.html,"Hôtel San Pedro is located in Saint Malo, 50 metres from the beach and 400 metres from Saint-Malo Marina<br>Decorated in a nautical and traditional style, the hotel features a free Wi-Fi access and en suite rooms.<br><br>Featuring a shower, private bathroom also comes with a hairdryer<br>Some have a view of the sea and the beach.<br><br>A homemade continental breakfast made from local produce is served daily and include savoury and sweet items<br>Restaurants specialised in crêpes and galettes can be reached within a walking distance.<br><br>An array of activities can be enjoyed on site or in the surroundings, including cycling and hiking<br>The hotel is 400 metres from Cale de Dinan Ferry, 500 metres from Grand Bé and 600 metres from Saint-Malo Casino."
St-Malo,48.65048892,-2.02486358,Hotel des Abers,8.7,https://www.booking.com/hotel/fr/des-abers.en-gb.html,"Set in a property originally built in the 16th century, Hotel des Abers is situated in central Saint Malo, 400 metres from Saint-Malo Casino and 500 metres from Cale de Dinan Ferry<br>Saint-Malo Marina is 290 metres away.<br><br>The rooms have a flat-screen TV<br>The hotel features free WiFi throughout the property.<br><br>National Fort is 500 metres from Hotel des Abers, while Espace Duguay Trouin is 600 metres from the property<br>The nearest airport is Pleurtuit Airport, 8 km from the property."
St-Malo,48.65224772,-2.01142341,Otonali Hôtel by Breizh Café,8.0,https://www.booking.com/hotel/fr/aubade.en-gb.html,"Our hotel is ideally located on the port of Saint-Malo facing the Duguay-Trouin basin, a few minutes walk from the Sillon beach, 5min from Intra-muros and 10min from the train station.<br><br>Comfortable and elegant, the rooms are equipped with amenities such as a flat-screen TV, private bathroom, safe and free WIFI access<br>The bathrooms are equipped with a hairdryer.<br><br>Breakfast is served on the ground floor of the hotel from 7:00 am to 10:00 am.<br>The breakfast for the kid sare at 9€ until 10 years old.<br><br>Viennese pastries, breads served with Bordier butter and homemade jams, buckwheat cakes, organic coffees and teas, homemade apple juice and regional products are offered in buffet form.<br><br>The OTONALI hotel also has a bar area open every day from 7:00 am to 10:00 pm.<br>Natural wines, champagnes, sakes and ciders have been carefully selected by the director and sommelier of our restaurant OTONALI located ""next door"" to the hotel."
St-Malo,48.64481252,-1.95936144,Domaine de la Barbinais,8.1,https://www.booking.com/hotel/fr/domaine-de-la-barbinais.en-gb.html,"Set in a 7000 m², landscaped park, Domaine de la Barbinais is a hotel located in the countryside of Saint Malo<br> WiFi access is available throughout.<br><br>Each individually decorated room features a flat-screen TV and a desk<br>Each also includes a private bathroom with a  shower and a hairdryer.<br><br>Breakfast is served each morning in the breakfast room with an additional cost.<br><br>Other facilities offered at the property include physical reception is from 5:00 p.m<br>to 9:00 p.m<br>a telephone reception is provided 24 hours a day.<br>An array of activities can be enjoyed on site or in the surroundings, including cycling<br>The property offers free private parking on site and it is located a 5-minute drive from the beach."
St-Malo,48.65428009,-2.00883776,Escale Oceania Saint Malo,8.0,https://www.booking.com/hotel/fr/mascottesaintmalo.en-gb.html,"Escale Oceania Saint-Malo is located on the seafront, facing the Sillon Beach and a 14-minute walk from Saint-Malo Train Station<br>It offers modern rooms, a sunny outdoor terrace and 24 hour-a-day food service.<br><br>Guest rooms feature a flat-screen TV and some of them offer a sea view<br>Free Wi-Fi internet access is provided.<br><br>Free of charge guests have at their disposal a PC with internet access and a printer<br>Bikes can be rented on site.<br><br>Breakfast is served every morning, and evening meals can be enjoyed at the hotel<br>Snacks are available throughout the day and packed lunches for picnics are also available."
Amiens,49.89444519,2.30094239,Hotel Le Prieuré et La Résidence,8.4,https://www.booking.com/hotel/fr/le-prieure-amiens.en-gb.html,"Located in Amiens city centre, Hotel Le Prieuré et la Résidence are at the foot of the Amiens Cathedral<br>It offers free Wi-Fi internet access and individually-decorated rooms with antique furnishings.<br><br>Guest rooms at the Prieuré et la Résidence have a private bathroom with a bath or shower<br>They are each equipped with a TV and a hairdryer.<br><br>A breakfast buffet is served daily in Le Prieuré's breakfast room, which features crystal chandeliers<br>Guests can relax on the hotel’s terrace and courtyard.<br><br>Hotel Le Prieuré et La Résidence is just 900 metres from the Amiens SNCF Train Station<br>The Amiens-Glisy Airport is a 15-minute drive away."
Amiens,49.891249,2.30953,Moxy Amiens,8.5,https://www.booking.com/hotel/fr/campanile-amiens-centre-gare.en-gb.html,"In the heart of the city and a stone's throw from the train station, our Moxy Amiens hotel is the ideal place for your business or sports trips, for a trip with friends or a discovery stay with your family<br>Our 3 star hotel, entirely renovated, offers 109 air-conditioned rooms for 1, 2 or 3 people, free wifi and 49 inch connected television.<br><br>A dining bar open to all 24 hours a day where you can eat on the go or taste our regional dishes in a warm and modern atmosphere<br>Our meeting room with its atypical format will meet your<br>expectations.<br><br>Close to all the major assets of the Picardy capital, let our teams guide you to discover the life of Jules Verne, the Hortillonnages and the largest Gothic Cathedral in France<br>An underground public parking lot is in the immediate vicinity."
St-Malo,48.66190919,-1.98966533,Hotel Eden,7.4,https://www.booking.com/hotel/fr/eden-saint-malo.en-gb.html,"The charming Hotel Eden is located 100 meters from the beach, with direct access to the old town and the congress centre<br>It offers comfortable rooms.<br><br>Start the day with a delicious breakfast in the Hotel Eden’s spacious breakfast room<br>In the summertime you can dine on the pretty outdoor terrace.<br><br>Hotel Eden makes a great base for exploring the sites of Brittany and Normandy<br>The hotel is located on the road to the Mont Saint-Michel.<br><br>After a busy day sightseeing you can enjoy a drink and a snack back at the Hotel Eden’s cosy lounge bar.<br><br>The hotel is only 2,3 kilometres from Saint-Malo's TGV train station and 3 kilometres from the ferry terminal to Jersey and Guernsey."
Amiens,49.8916762,2.30775386,"Holiday Inn Express Amiens, an IHG Hotel",7.9,https://www.booking.com/hotel/fr/express-by-holiday-inn.en-gb.html,"Holiday Inn Express offers comfortable guest rooms with free WiFi<br>It is located in the centre of Amiens just 50 metres from the Train Station and a 10-minute walk from the Cathedral.<br><br>Serviced by a lift, all of the rooms include air conditioning and a flat-screen HD TV with satellite channels<br>There is also a safety deposit box and an espresso machine.<br><br>A free buffet breakfast is served every morning at the Holiday Inn Express Amiens<br>Many restaurants can be found nearby.<br><br>This non-smoking hotel also has a bar, a fitness room and laundry and ironing services<br>Underground, public parking is available nearby for cars up to 1.80 metres high."
Amiens,49.89183258,2.30599433,Hotel Central Anzac,7.4,https://www.booking.com/hotel/fr/central-anzac.en-gb.html,"Centrally located, Hotel Central Anzac is a 2-minute walk from the train station and a 7-minute walk from Amiens Cathedral<br>It offers modern accommodation and a continental breakfast.<br><br>The ensuite guestrooms are decorated in warm colours giving them a cozy feel<br>They come with a satellite TV and WiFi access.<br><br>Every morning breakfast is served in the dining area and features a selection of fresh, homemade pastries and jams made from seasonal produce<br>Guests can choose between a continental or full English breakfast<br>Newspapers are provided at reception.<br><br>The hotel is a 10-minute walk from the St Leu district and 15 minutes from the famous canal ways."
Amiens,49.891422,2.304996,ibis Styles Amiens Centre,8.7,https://www.booking.com/hotel/fr/ibis-styles-amiens-centre.en-gb.html,"Featuring a bar, ibis Styles Amiens Centre is located in Amiens in the Picardy region, 300 metres from Amiens Train Station and 3.9 km from Zénith d'Amiens<br>Featuring a shared lounge, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom<br>The property is non-smoking and is set less than 1 km from The Floating gardens Park.<br><br>Guest rooms in the hotel are equipped with a flat-screen TV with satellite channels<br>At ibis Styles Amiens Centre each room has bed linen and towels.<br><br>The accommodation offers a buffet or continental breakfast.<br><br>Ibis Styles Amiens Centre offers a sun terrace.<br><br>With staff speaking English, Spanish, French and Portuguese, guidance is available at the reception.<br><br>Berny's Museum is 400 metres from the hotel, while Tribunal de Grande Instance of Amiens is 400 metres away<br>The nearest airport is Beauvais–Tillé Airport, 66 km from ibis Styles Amiens Centre."
Amiens,49.89193885,2.30575562,Au Spatial,7.4,https://www.booking.com/hotel/fr/au-spatial.en-gb.html,"Au Spatial is located in the heart of Amiens, a 2-minute walk from Amiens Train Station and a 6-minute walk from Amiens Cathedral<br>It offers free WiFi access.<br><br>Each room includes a flat-screen TV with Canal+ and BBC channels<br>They also have a private bathroom with a bath or a shower.<br><br>A buffet breakfast is served every morning in the breakfast room at hotel Au Spatial<br>The buffet includes homemade jams, cereals, pastries, bread, cheese, cold meats and yogurts.<br><br>Amiens Zoo is located 3 km from this hotel and private parking is available on site at an extra cost per day and subject to availability."
Amiens,49.885365,2.269669,Le Vivier,8.0,https://www.booking.com/hotel/fr/le-vivier-amiens.en-gb.html,"Set in Amiens, 2.4 km from Zénith d'Amiens, Le Vivier offers accommodation with a shared lounge, free private parking, a terrace and a restaurant<br>Located around 3 km from Amiens Train Station, the inn with free WiFi is also 2.9 km away from Berny's Museum<br>The accommodation provides room service, a 24-hour front desk and luggage storage for guests.<br><br>At the inn, every room has a desk<br>Selected rooms also feature a kitchenette with a fridge, a microwave and a minibar<br>At Le Vivier the rooms come with bed linen and towels.<br><br>Guests at the accommodation will be able to enjoy activities in and around Amiens, like golfing.<br><br>There is an in-house bar and guests can also make use of the business area.<br><br>The Floating gardens Park is 3.7 km from Le Vivier, while University of Picardie Jules Verne is 1.4 km from the property<br>The nearest airport is Beauvais–Tillé Airport, 64 km from the inn."
Amiens,49.891999,2.29197,B&B HOTEL Amiens Centre Cathédrale,7.7,https://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.en-gb.html,"Offering a restaurant and free Wi-Fi, B&B HOTEL Amiens Centre Cathédrale is located in the centre of Amiens.<br><br>Rooms here will provide you with a flat-screen TV and a desk<br>The private bathrooms come with a shower.<br><br>At B&B HOTEL Amiens Centre Cathédrale you will find a 24-hour front desk, a bar and a snack bar<br>Other facilities offered include luggage storage<br>A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day<br>Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away<br>Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.<br><br>The hotel is 1.3 km from Zénith d'Amiens, 800 m from Berny's Museum and 1.1 km from Amiens Train Station<br>Beauvais Tillé Airport is 50 km away<br>The property offers parking at an extra cost."
Amiens,49.89571084,2.29956239,Mercure Amiens Cathédrale,8.3,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.en-gb.html,"The 4-star Mercure hotel is situated in front of France's biggest medieval cathedral, which is listed as a Unesco World Heritage site.<br><br>Each room and suite recently renovated, is spacious: from 25 to 41m2, sound-proofed and air-conditioned during summer months<br>They come with free Wi-Fi access and a flat-screen TV with satellite channels, which includ French and international channels<br>tea/coffee making facilities, minibar with one free bottle of water.<br><br>L' Echanson, the hotel's restaurant, serves a wide range of delicate dishes and regional specialties made with local and regional products."
Amiens,49.89125423,2.30433606,Grand Hotel de L'Univers,7.7,https://www.booking.com/hotel/fr/bwlunivers.en-gb.html,"This Grand Hotel de L'Univers is located in the heart of Amiens, just 100 metres from the train station<br>It offers soundproofed rooms equipped with satellite TV and free Wi-Fi access.<br><br>The Grand Hotel de L'Univers provides a 24-hour reception<br>All rooms are serviced by a lift.<br><br>Grand Hotel de L'Univers is just a 5-minute walk from Notre Dame Cathedral and the floating gardens<br>Several sites dedicated to the Great War can be visited in the region."
Amiens,49.891591,2.313573,ibis budget Amiens Centre Gare,8.1,https://www.booking.com/hotel/fr/ibis-budget-amiens-centre-gare.en-gb.html,"Ibis budget Amiens Centre Gare is set in Amiens city centre, a 5-minute walk from Amiens Train Station and a 15-minute walk from Notre-Dame of Amiens Cathedral<br>Free WiFi is provided.<br><br>All rooms have air conditioning, a flat-screen TV and a private bathroom fitted with a shower.<br><br>A buffet breakfast can en enjoyed every morning.<br><br>The nearest airport is Paris Beauvais-Tille Airport, 50 km from the hotel."
Amiens,49.87961282,2.26665102,The Originals Boutique Hôtel Amiens Sud,8.4,https://www.booking.com/hotel/fr/the-originals-boutique-amiens-sud-chu-amiens.en-gb.html,"Situated in Amiens, 3.6 km from Zénith d'Amiens, The Originals Boutique Hôtel Amiens Sud features accommodation with a garden, free private parking, a restaurant and a bar<br>With free WiFi, this 3-star hotel offers a 24-hour front desk and luggage storage space<br>The property is non-smoking and is set 3.8 km from Amiens Train Station.<br><br>At the hotel, each room is fitted with a desk<br>Complete with a private bathroom fitted with a shower and free toiletries, the rooms at The Originals Boutique Hôtel Amiens Sud have a flat-screen TV and air conditioning, and certain rooms come with a seating area<br>At the accommodation rooms have bed linen and towels.<br><br>Berny's Museum is 3.7 km from The Originals Boutique Hôtel Amiens Sud, while The Floating gardens Park is 4.5 km from the property<br>The nearest airport is Beauvais–Tillé Airport, 61 km from the hotel."
Amiens,49.89448371,2.27680253,Logis hôtel - La Chambre D'Amiens,8.4,https://www.booking.com/hotel/fr/la-chambre-d-39-amiens.en-gb.html,"Set in Amiens, 900 metres from Zénith d'Amiens, Logis hôtel - La Chambre D'Amiens offers accommodation with a bar, free private parking, a shared lounge and a garden<br>Boasting family rooms, this property also provides guests with a terrace<br>The accommodation features luggage storage space and free WiFi throughout the property.<br><br>All guest rooms at the hotel come with a seating area<br>At Logis hôtel - La Chambre D'Amiens all rooms include a desk, a flat-screen TV and a private bathroom.<br><br>Continental and buffet breakfast options are available every morning at the accommodation.<br><br>The Floating gardens Park is 3.3 km from Logis hôtel - La Chambre D'Amiens, while Berny's Museum is 3.8 km from the property<br>The nearest airport is Paris Beauvais-Tille Airport, 61 km from the hotel."
Amiens,49.88977885,2.30249941,Le Saint Louis,8.1,https://www.booking.com/hotel/fr/le-saint-louis-amienq.en-gb.html,"Le Saint Louis is located in Amiens town centre, 300 metres from the train station and the Cathedral<br>It offers rooms with satellite TV and free Wi-Fi.<br><br>Guestrooms at Hotel Le Saint Louis are individually decorated and have private bathrooms.<br><br>Le Saint Louis is close to the town’s main tourist attractions such as the Rue des Piétons (pedestrian street) and the house of Jules Verne and the Perret Tower.<br><br>Public parking is available near the hotel."
Amiens,49.893251,2.304545,Hotel Victor Hugo,7.7,https://www.booking.com/hotel/fr/victor-hugo-amiens.en-gb.html,"Hotel Victor Hugo is a hotel offering accommodation in Amiens<br>The property is located 2.2 km from Zénith d'Amiens and 100 metres from Berny's Museum<br>The property is a 7-minute walk from The Floating gardens Park and a 3-minute walk from Tribunal de Grande Instance of Amiens.<br><br>At the hotel, the rooms are equipped with a desk<br>Hotel Victor Hugo features certain rooms that feature city views, and all rooms include a private bathroom and a wardrobe<br>The rooms in the accommodation are fitted with a flat-screen TV and a hairdryer.<br><br>University of Picardie Jules Verne is 3.5 km from Hotel Victor Hugo<br>Paris Beauvais-Tille Airport is 50 km from the property."
